Student_Name,Gender,Date_of_birth,Age,Father's_name,Mother's_name,Guardian's_name,Orphan,no_of_siblings,Adhaar_No,Address,state,PinCode,Mobile_Number,Contact_email_id,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,indian_nationality,out_of_school_child,dropped_continued,contact_no,aadhar_no,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label
Paige Clendinning,0,15-04-2003,19,Mr.Clendinning,Mrs.Clendinning,-,0,2,6.25E+11,,15,994936,8299577415,,0,1,3,1,1,0,0,1,0,0,9012588170,6.68E+11,5,3,0,1,1,2,3,2,4,1,1,0,1,6
Lyell Abramin,1,09-04-2008,14,Mr.Abramin,Mrs.Abramin,-,0,2,3.75E+11,,25,446863,8203600267,,0,3,4,0,0,1,1,1,1,0,8519281166,2.58E+11,2,1,1,0,0,1,3,5,4,1,1,1,1,5
Catlin Cathenod,0,20-07-2002,20,Mr.Cathenod,Mrs.Cathenod,-,0,1,5.22E+11,,8,142592,8415680817,,1,1,3,0,0,0,0,1,1,0,8366055186,7.03E+11,3,5,1,1,1,1,2,5,2,1,2,1,0,6
Leone Willicott,0,09-09-2001,21,Mr.Willicott,Mrs.Willicott,-,0,1,3.34E+11,,9,997326,8629297522,,1,4,3,1,0,1,0,1,0,0,9892188871,4.54E+11,4,2,1,0,1,2,2,5,2,0,1,0,0,4
Judas Wollard,0,28-01-2002,20,Mr.Wollard,Mrs.Wollard,-,0,1,3.96E+11,,29,815803,9437470056,,0,4,7,0,0,0,0,1,1,0,8924993162,3.27E+11,5,5,1,1,1,1,2,4,2,0,4,1,0,4
Reba Marcham,0,17-06-2003,19,Mr.Marcham,Mrs.Marcham,-,0,2,3.70E+11,,24,142917,9456120962,,1,2,7,0,1,0,1,1,0,0,8812860322,2.85E+11,0,4,1,1,0,2,3,5,3,1,3,0,1,6
Lem Durran,0,23-01-2003,19,Mr.Durran,Mrs.Durran,-,1,1,3.95E+11,,31,527695,8384623844,,0,4,6,0,1,0,1,1,1,0,8561638179,2.20E+11,0,2,1,1,1,0,2,1,2,0,4,0,0,6
Renado Suttling,1,27-02-2006,16,Mr.Suttling,Mrs.Suttling,-,0,1,5.11E+11,,1,762857,8521145062,,1,3,5,0,0,1,1,1,0,1,9512577537,4.01E+11,3,5,0,1,0,1,2,4,4,0,2,1,1,7
Roz Earle,1,05-04-2008,14,Mr.Earle,Mrs.Earle,-,0,2,6.06E+11,,11,138503,9079606632,,0,4,6,0,1,1,1,1,1,0,9249639745,6.91E+11,5,1,1,1,1,2,3,4,2,1,1,1,1,6
Chelsy Skevington,0,16-02-2002,20,Mr.Skevington,Mrs.Skevington,-,0,2,9.64E+11,,6,514141,9954720640,,0,1,1,1,0,0,1,1,1,1,8870956442,1.92E+11,0,1,0,0,0,1,3,2,4,1,2,1,1,7
Keith Keel,0,17-08-2001,21,Mr.Keel,Mrs.Keel,-,0,1,3.66E+11,,15,420551,8064343924,,1,4,6,1,0,0,1,1,1,0,9575970057,2.29E+11,0,4,1,0,1,2,2,2,1,0,3,0,0,5
Matelda Stebbings,0,09-11-2006,15,Mr.Stebbings,Mrs.Stebbings,-,0,1,7.11E+11,,25,113748,7931555846,,1,2,5,0,0,1,1,1,0,1,9104200530,3.02E+11,4,4,0,1,0,0,2,3,4,1,3,0,0,7
Sherilyn Gerhold,0,16-11-2001,20,Mr.Gerhold,Mrs.Gerhold,-,0,2,7.36E+11,,6,731485,9230038474,,0,2,4,1,0,1,0,1,1,1,8463033581,5.30E+11,3,4,1,0,1,0,3,2,2,1,3,0,0,7
Nil Linskill,1,28-06-2004,18,Mr.Linskill,Mrs.Linskill,-,0,2,5.30E+11,,15,187033,9485069519,,0,1,1,1,0,1,0,1,0,1,8624649767,8.29E+11,2,1,0,1,1,0,3,2,2,1,1,1,0,8
Leonerd Purkis,1,16-07-2007,15,Mr.Purkis,Mrs.Purkis,-,0,2,7.02E+11,,3,424891,8943224562,,1,2,1,0,1,1,1,1,0,1,8935279241,1.61E+11,1,0,1,0,1,1,3,4,3,0,1,1,0,8
Oliy Maudling,0,09-11-2001,20,Mr.Maudling,Mrs.Maudling,-,0,2,2.13E+11,,21,670360,9446956565,,0,3,2,1,1,0,1,1,0,1,8928503278,5.03E+11,1,2,0,1,1,2,3,1,2,0,2,1,0,7
Darsey Mildenhall,1,10-09-2007,15,Mr.Mildenhall,Mrs.Mildenhall,-,1,2,9.23E+11,,7,736578,9514192289,,1,1,2,1,0,1,0,1,0,0,9399538284,2.43E+11,3,3,0,0,0,1,3,5,1,0,1,0,1,3
Rodrique Fowlie,0,19-06-2003,19,Mr.Fowlie,Mrs.Fowlie,-,0,2,7.11E+11,,15,598814,9679815629,,1,3,1,1,1,1,1,1,1,1,8550297649,1.58E+11,0,2,1,0,1,1,3,4,4,0,2,0,1,10
Edsel Swedeland,0,14-11-2004,17,Mr.Swedeland,Mrs.Swedeland,-,0,2,7.43E+11,,17,996146,9440744121,,1,4,1,0,1,0,0,1,1,0,8036644925,5.38E+11,0,5,0,1,0,2,3,1,2,1,3,1,1,6
Adel McPartling,0,28-11-2006,15,Mr.McPartling,Mrs.McPartling,-,0,2,7.18E+11,,12,880627,8666233362,,1,4,3,0,0,1,1,1,1,0,9348397435,4.06E+11,2,4,1,0,0,1,3,3,2,1,3,0,1,3
Nonie Wharfe,1,04-08-2005,17,Mr.Wharfe,Mrs.Wharfe,-,0,1,3.72E+11,,31,259879,8261226310,,1,2,1,0,1,0,0,1,0,1,8438998895,5.22E+11,0,3,1,1,0,2,2,2,3,0,3,1,1,8
Mallorie Spere,0,12-12-2002,19,Mr.Spere,Mrs.Spere,-,1,2,2.98E+11,,16,970674,7802287168,,1,2,3,0,1,1,1,1,0,0,8435352346,5.05E+11,4,1,1,0,0,2,3,5,1,0,4,0,0,4
Val Canby,0,26-01-2004,18,Mr.Canby,Mrs.Canby,-,0,1,1.95E+11,,5,544672,8891002966,,1,2,3,0,1,1,1,1,0,1,9024694942,3.33E+11,3,4,1,1,1,2,2,5,1,0,3,1,0,8
Dotty Colenutt,1,27-07-2001,21,Mr.Colenutt,Mrs.Colenutt,-,0,2,1.80E+11,,8,832087,8495579437,,1,2,1,1,0,0,0,1,1,0,9866271189,7.23E+11,4,1,1,1,0,2,3,4,2,0,1,0,1,5
Herb Ashbe,0,11-11-2007,14,Mr.Ashbe,Mrs.Ashbe,-,0,1,6.92E+11,,4,257613,8689147374,,1,3,5,1,0,0,1,1,0,1,8887363761,8.03E+11,0,0,1,1,0,1,2,2,4,1,1,0,0,8
Francisca Dornan,1,02-11-2002,19,Mr.Dornan,Mrs.Dornan,-,0,1,6.33E+11,,22,857185,9389822920,,1,2,7,1,0,0,1,1,1,0,9374534416,7.60E+11,2,0,0,1,1,1,2,2,2,1,1,0,1,5
Eugenie Theml,1,16-08-2003,19,Mr.Theml,Mrs.Theml,-,1,1,5.79E+11,,6,892017,7990537373,,1,2,1,0,1,1,0,1,0,1,9454814409,6.30E+11,4,5,0,0,0,0,2,1,2,1,2,1,0,7
Georgy O'Spellissey,0,06-05-2005,17,Mr.O'Spellissey,Mrs.O'Spellissey,-,1,2,1.17E+11,,1,271590,8544323660,,0,2,5,0,0,1,0,1,0,0,9214654410,1.68E+11,3,3,1,0,0,0,3,2,4,0,4,0,1,6
Ashby Narramor,1,17-01-2002,20,Mr.Narramor,Mrs.Narramor,-,1,2,3.57E+11,,27,342006,9205344639,,0,3,5,0,1,1,0,1,1,0,8572074021,1.94E+11,3,3,1,0,0,2,3,1,1,0,2,0,1,6
Georgette Sola,1,10-05-2000,22,Mr.Sola,Mrs.Sola,-,0,1,4.16E+11,,6,969164,8481299546,,1,3,2,0,0,1,1,1,0,0,9233517103,9.36E+11,2,4,0,0,0,2,2,2,2,1,3,0,1,3
Ginelle Shipway,0,28-04-2006,16,Mr.Shipway,Mrs.Shipway,-,0,2,7.85E+11,,5,809874,7797075844,,0,3,7,0,1,0,1,1,0,1,7873359317,1.92E+11,0,4,1,1,0,0,3,2,4,1,3,1,1,9
Kimberlyn Noteyoung,1,07-12-2006,15,Mr.Noteyoung,Mrs.Noteyoung,-,0,2,6.57E+11,,21,513057,8338714266,,1,3,2,0,0,1,1,1,0,0,8152710445,7.58E+11,4,4,1,1,0,1,3,1,2,0,3,0,1,5
Naoma Fentem,0,24-05-2004,18,Mr.Fentem,Mrs.Fentem,-,0,1,8.43E+11,,24,903902,9667225224,,0,2,2,0,0,0,0,1,0,1,9575466429,1.39E+11,4,0,1,1,1,0,2,5,4,0,4,1,0,8
Kermy Beglin,1,21-08-2004,18,Mr.Beglin,Mrs.Beglin,-,1,2,3.94E+11,,17,551476,8183371946,,0,2,6,0,0,1,0,1,0,0,9250003156,8.04E+11,4,4,1,0,1,0,3,1,1,0,2,0,1,6
Konstanze MacCombe,0,09-09-2008,14,Mr.MacCombe,Mrs.MacCombe,-,0,1,4.94E+11,,12,490256,9177092784,,0,4,6,0,1,1,1,1,1,0,8326009904,7.99E+11,1,5,0,1,1,2,2,3,1,1,2,1,1,6
Rebecka Filipczak,1,15-10-2002,19,Mr.Filipczak,Mrs.Filipczak,-,1,2,4.61E+11,,14,289523,8801966646,,1,1,1,0,1,1,1,1,0,1,9089172813,7.24E+11,0,0,0,0,0,0,3,4,4,1,4,1,0,9
Salvatore Prujean,1,02-03-2001,21,Mr.Prujean,Mrs.Prujean,-,0,1,7.92E+11,,25,970548,8349113480,,1,2,1,0,0,0,0,1,0,0,8222575846,5.79E+11,0,5,1,1,0,1,2,3,3,1,4,1,1,6
Gerrie McGoldrick,1,30-11-2004,17,Mr.McGoldrick,Mrs.McGoldrick,-,0,2,9.11E+11,,14,542604,8984891472,,1,3,3,0,1,0,0,1,0,1,9722022793,4.47E+11,1,5,1,1,0,0,3,4,4,0,4,1,0,7
Wyatt Minter,0,13-01-2003,19,Mr.Minter,Mrs.Minter,-,0,1,6.82E+11,,31,164371,7813988761,,1,3,6,1,0,0,1,1,0,0,8977708544,4.01E+11,0,3,0,0,0,1,2,1,4,1,1,1,1,5
Rennie Whittek,1,28-10-2000,21,Mr.Whittek,Mrs.Whittek,-,0,1,4.48E+11,,22,564896,9471889722,,0,3,6,0,0,0,0,1,1,0,8633683343,8.21E+11,2,0,0,0,1,1,2,1,1,0,4,0,1,3
Mela Burdett,0,24-10-2007,14,Mr.Burdett,Mrs.Burdett,-,0,2,4.91E+11,,29,822006,8443606751,,0,1,1,0,1,0,0,1,1,0,8146756239,2.00E+11,1,0,0,0,0,1,3,5,4,0,4,0,1,5
Aharon McTerrelly,0,16-10-2007,14,Mr.McTerrelly,Mrs.McTerrelly,-,0,1,5.96E+11,,14,493630,8620025925,,0,2,1,0,0,1,1,1,1,0,8082674809,1.27E+11,4,0,0,1,0,2,2,4,2,0,1,0,1,5
Nikolos Nuemann,1,24-03-2007,15,Mr.Nuemann,Mrs.Nuemann,-,0,1,5.18E+11,,26,484385,8727703859,,0,1,4,0,0,0,1,1,0,0,8380491470,4.36E+11,0,0,0,0,1,1,2,2,2,1,3,1,0,6
Nerte Wondraschek,1,30-05-2005,17,Mr.Wondraschek,Mrs.Wondraschek,-,0,2,3.04E+11,,12,752289,8130962322,,1,4,3,0,1,1,1,1,0,0,8451490215,9.17E+11,4,4,0,0,1,2,3,1,3,1,3,0,1,4
Josiah Paskins,0,18-07-2003,19,Mr.Paskins,Mrs.Paskins,-,0,1,1.24E+11,,15,911375,9299278335,,1,1,4,1,0,0,1,1,1,1,9588570240,4.02E+11,3,4,1,1,1,1,2,4,4,0,1,1,0,7
Susannah Demeza,1,07-09-2006,16,Mr.Demeza,Mrs.Demeza,-,0,2,3.59E+11,,25,225194,8741107512,,1,4,7,0,1,1,1,1,1,0,9746034986,3.24E+11,0,4,0,0,1,1,3,3,3,1,3,0,0,5
Ashlen Kores,0,18-12-2006,15,Mr.Kores,Mrs.Kores,-,0,1,1.28E+11,,19,262266,8720544558,,0,3,1,0,1,0,1,1,0,0,9125610046,5.62E+11,3,4,0,1,1,0,2,3,1,1,4,0,0,6
Cleve Sommerlin,0,14-11-2006,15,Mr.Sommerlin,Mrs.Sommerlin,-,0,1,8.07E+11,,21,467222,8241181144,,0,4,2,0,0,1,1,1,1,0,8583358731,3.88E+11,4,2,1,1,0,0,2,4,3,1,4,1,1,5
Misty Musso,1,19-03-2002,20,Mr.Musso,Mrs.Musso,-,0,1,8.45E+11,,31,961229,8484205312,,1,4,1,1,0,0,0,1,0,0,8484872315,3.61E+11,0,0,0,1,1,1,2,1,1,1,4,0,0,6
Rodrique Nucciotti,0,24-04-2005,17,Mr.Nucciotti,Mrs.Nucciotti,-,1,1,9.02E+11,,1,896283,7969962111,,1,1,1,0,0,1,1,1,1,1,9819461081,8.61E+11,3,4,1,1,1,0,2,3,1,0,4,0,0,7
Ezechiel Grimoldby,0,03-01-2007,15,Mr.Grimoldby,Mrs.Grimoldby,-,0,2,4.21E+11,,16,945528,8586315439,,1,2,4,0,0,1,0,1,1,0,9330313351,6.40E+11,4,1,1,1,1,1,3,1,2,1,4,0,1,5
Annmarie Hacquoil,0,07-02-2003,19,Mr.Hacquoil,Mrs.Hacquoil,-,1,2,4.51E+11,,4,430929,7807336520,,1,4,5,0,1,1,0,1,1,1,9026659804,3.00E+11,1,5,1,0,0,2,3,2,4,0,2,1,0,7
Danica Pullman,0,09-11-2008,13,Mr.Pullman,Mrs.Pullman,-,1,1,2.52E+11,,2,797073,8388496264,,1,1,4,1,1,0,0,1,0,0,9375931442,5.46E+11,0,2,1,0,0,1,2,2,3,1,4,0,1,5
Hadrian Jolliff,1,29-11-2001,20,Mr.Jolliff,Mrs.Jolliff,-,0,1,5.45E+11,,33,548447,9162531453,,1,4,3,1,1,1,1,1,0,0,8779692305,2.50E+11,2,0,0,1,0,0,2,2,3,1,4,0,1,6
Halsy Degoy,0,17-08-2008,14,Mr.Degoy,Mrs.Degoy,-,0,1,4.90E+11,,20,134141,8189376664,,1,4,4,0,0,1,1,1,1,0,9859750395,7.76E+11,2,1,1,1,1,2,2,1,2,0,3,1,0,6
Creight MacKintosh,1,15-11-2000,21,Mr.MacKintosh,Mrs.MacKintosh,-,0,1,3.04E+11,,28,764928,9926488427,,0,2,3,0,0,1,0,1,1,0,9854940325,7.43E+11,2,4,0,1,0,0,2,4,3,0,2,0,0,5
Park Beckhurst,0,04-11-2008,13,Mr.Beckhurst,Mrs.Beckhurst,-,0,2,3.70E+11,,21,861412,9883248306,,0,3,7,0,0,0,1,1,0,0,7809914054,3.22E+11,4,5,1,0,0,1,3,5,4,0,2,1,0,5
Kris Taunton,0,19-12-2000,21,Mr.Taunton,Mrs.Taunton,-,1,1,7.25E+11,,32,717718,9834881050,,1,1,7,1,0,1,1,1,0,1,9726201025,2.28E+11,1,0,1,1,1,0,2,3,2,0,1,0,0,8
Nobe Barfford,1,22-07-2003,19,Mr.Barfford,Mrs.Barfford,-,0,2,6.56E+11,,25,506267,8859224932,,1,1,3,0,0,0,1,1,0,0,9370648534,3.97E+11,1,3,0,1,0,0,3,2,3,0,4,1,1,4
Cobbie Screen,0,13-04-2001,21,Mr.Screen,Mrs.Screen,-,0,2,7.30E+11,,33,682719,9207195361,,1,1,7,1,0,0,1,1,1,1,9704058935,9.75E+11,3,4,1,1,0,0,3,4,1,0,2,1,0,7
Tracy Harland,0,22-12-2004,17,Mr.Harland,Mrs.Harland,-,1,1,4.09E+11,,13,762635,9982615826,,1,4,5,1,0,1,1,1,0,0,8533858595,8.32E+11,5,2,1,0,0,2,2,2,1,1,4,0,0,4
Othelia Maxweell,1,03-12-2003,18,Mr.Maxweell,Mrs.Maxweell,-,0,1,2.65E+11,,3,707351,9770301540,,0,2,3,0,0,1,1,1,1,0,8855202544,1.17E+11,3,1,0,0,1,2,2,3,2,0,1,0,0,3
Henka Deex,1,30-05-2002,20,Mr.Deex,Mrs.Deex,-,0,2,1.63E+11,,19,611606,7843503960,,0,4,6,1,1,1,0,1,0,0,7963511110,3.76E+11,2,5,0,0,1,0,3,3,2,0,3,0,0,6
Olivia Crotty,0,28-09-2004,17,Mr.Crotty,Mrs.Crotty,-,1,2,4.84E+11,,10,710373,9459497732,,0,4,7,0,0,1,1,1,1,1,8184308738,5.60E+11,1,0,1,0,1,0,3,1,1,1,3,1,1,7
Ravid Jandak,1,18-05-2008,14,Mr.Jandak,Mrs.Jandak,-,0,2,7.16E+11,,28,429051,9398815056,,0,4,3,0,0,0,1,1,1,0,8661746452,7.02E+11,3,1,0,0,1,0,3,2,2,1,1,0,1,2
Clem Bodill,0,16-09-2004,17,Mr.Bodill,Mrs.Bodill,-,1,2,5.83E+11,,29,365375,9968270234,,1,3,7,1,1,1,1,1,1,1,9897120193,1.64E+11,4,2,1,1,0,0,3,5,2,1,3,1,0,9
Blakelee Jorioz,0,05-07-2007,15,Mr.Jorioz,Mrs.Jorioz,-,0,2,3.58E+11,,5,332305,9929104845,,0,2,4,0,1,1,0,1,0,1,8999608476,2.47E+11,3,1,0,1,1,1,3,1,4,1,1,1,0,7
Reynold Vonderdell,0,18-02-2006,16,Mr.Vonderdell,Mrs.Vonderdell,-,0,1,2.02E+11,,7,610311,9899103816,,0,2,5,0,0,0,0,1,1,0,8578729077,2.89E+11,2,4,0,1,1,2,2,4,1,1,3,0,1,5
Janeczka Iacoboni,1,12-07-2000,22,Mr.Iacoboni,Mrs.Iacoboni,-,0,1,2.88E+11,,9,904555,8225810219,,1,3,2,0,1,0,1,1,1,0,7981196280,3.90E+11,1,4,1,1,0,0,2,3,1,1,1,1,1,6
Angel Dewan,1,07-03-2007,15,Mr.Dewan,Mrs.Dewan,-,0,1,4.73E+11,,33,711828,7862098176,,1,3,5,0,1,0,1,1,1,0,9651362955,7.40E+11,3,0,0,1,0,2,2,2,1,1,1,0,0,5
Archibold Gardiner,1,20-07-2003,19,Mr.Gardiner,Mrs.Gardiner,-,0,2,7.31E+11,,8,180282,8443880096,,0,3,1,1,0,0,1,1,1,1,8589124311,7.12E+11,4,0,0,0,0,2,3,4,4,1,3,1,1,7
Ranique Lorans,0,17-01-2003,19,Mr.Lorans,Mrs.Lorans,-,0,2,5.56E+11,,19,697293,8465564450,,0,4,6,0,0,1,0,1,1,0,8613590408,6.68E+11,5,4,0,1,1,1,3,2,2,1,4,0,1,3
Giavani Wiszniewski,1,11-09-2007,15,Mr.Wiszniewski,Mrs.Wiszniewski,-,0,1,4.66E+11,,25,983012,8180568008,,0,1,7,1,1,1,0,1,0,1,9378450153,2.85E+11,3,0,0,0,0,0,2,2,4,1,4,1,1,8
Mary Genicke,1,18-12-2002,19,Mr.Genicke,Mrs.Genicke,-,0,1,6.44E+11,,29,955842,8456480775,,0,1,3,1,1,1,1,1,0,1,8768331731,6.52E+11,0,3,0,1,0,0,2,3,4,1,2,0,1,9
Bobette Drinkel,1,12-09-2002,20,Mr.Drinkel,Mrs.Drinkel,-,0,2,6.42E+11,,9,885424,8357138477,,0,3,5,1,1,0,0,1,1,1,8943015666,8.64E+11,5,0,1,1,0,0,3,5,2,0,4,0,1,8
Myrvyn Neles,1,04-06-2002,20,Mr.Neles,Mrs.Neles,-,0,1,5.09E+11,,14,556008,9502225645,,1,1,4,0,0,0,1,1,1,0,8026705342,4.33E+11,3,4,1,1,1,1,2,1,2,0,3,0,0,5
Binni Farquar,1,22-01-2007,15,Mr.Farquar,Mrs.Farquar,-,0,2,2.89E+11,,15,622351,7871132145,,0,3,3,1,0,0,0,1,0,0,9915572812,6.82E+11,2,5,1,1,0,1,3,4,3,0,2,1,1,6
Elihu Keyte,1,16-12-2007,14,Mr.Keyte,Mrs.Keyte,-,0,1,5.24E+11,,20,332511,9718896081,,0,2,4,0,1,0,0,1,1,0,8458517702,6.85E+11,4,3,0,0,0,1,2,4,1,0,2,0,1,3
Kimberli Elsip,0,18-08-2008,14,Mr.Elsip,Mrs.Elsip,-,0,1,6.10E+11,,30,598040,9216618782,,1,1,7,0,1,0,1,1,1,1,9647899692,4.43E+11,0,0,1,1,1,2,2,3,1,1,2,0,0,8
Ralph McGuckin,1,31-10-2002,19,Mr.McGuckin,Mrs.McGuckin,-,0,2,4.85E+11,,12,628798,8985418277,,1,4,4,0,0,0,0,1,1,0,9890557018,6.01E+11,3,0,0,0,0,2,3,5,1,1,1,0,1,1
Rasla Dumphy,1,28-10-2005,16,Mr.Dumphy,Mrs.Dumphy,-,0,1,2.13E+11,,11,851071,9003912843,,1,3,4,1,1,0,1,1,1,1,8495262876,6.37E+11,4,0,1,0,1,0,2,2,2,0,2,0,0,8
Nertie Baggallay,1,12-11-2006,15,Mr.Baggallay,Mrs.Baggallay,-,0,2,3.23E+11,,2,662572,9866519273,,0,4,4,1,0,1,1,1,0,0,8741282253,7.27E+11,0,2,0,1,1,2,3,2,1,1,1,0,0,5
Rosamond Bewshire,0,19-07-2007,15,Mr.Bewshire,Mrs.Bewshire,-,0,2,2.92E+11,,21,147862,8526393510,,0,4,2,0,1,1,1,1,0,0,8859477441,2.29E+11,1,2,1,1,0,2,3,1,1,1,1,0,0,4
Margaretha Valentinetti,0,25-06-2007,15,Mr.Valentinetti,Mrs.Valentinetti,-,1,2,7.22E+11,,25,740183,8166125669,,1,3,2,0,1,1,1,1,0,0,8170238767,7.42E+11,1,3,0,0,1,1,3,1,3,1,2,0,0,5
Jaymee Kirwood,1,20-09-2004,17,Mr.Kirwood,Mrs.Kirwood,-,0,2,2.42E+11,,18,234892,8510726905,,1,2,2,0,1,1,1,1,0,0,9297370472,6.79E+11,3,3,1,1,0,1,3,2,2,1,1,1,1,6
Kelby Statter,1,09-02-2006,16,Mr.Statter,Mrs.Statter,-,1,1,1.54E+11,,18,816549,8567494034,,1,4,1,1,0,0,1,1,1,0,9403634234,8.36E+11,5,5,0,1,0,0,2,2,2,1,2,1,1,6
Sherwin Aleksahkin,0,27-11-2005,16,Mr.Aleksahkin,Mrs.Aleksahkin,-,1,2,7.44E+11,,28,837499,9106352782,,1,3,7,1,0,1,1,1,0,0,8860092365,4.58E+11,5,4,0,0,0,0,3,3,2,1,1,1,1,5
Erastus Roebottom,0,16-01-2002,20,Mr.Roebottom,Mrs.Roebottom,-,0,1,9.69E+11,,15,695143,9232594821,,0,1,5,0,0,1,0,1,1,1,7921979742,8.23E+11,1,3,1,1,1,2,2,5,1,0,3,1,1,8
Milo MacCague,1,10-06-2006,16,Mr.MacCague,Mrs.MacCague,-,0,1,9.03E+11,,9,576327,9824823708,,0,4,7,1,0,1,0,1,0,0,7933804211,6.14E+11,3,2,0,1,0,1,2,4,1,1,3,1,0,5
Marti Easum,0,08-05-2004,18,Mr.Easum,Mrs.Easum,-,1,1,3.65E+11,,12,460361,9077569155,,1,1,4,0,0,0,0,1,1,0,8799822498,2.45E+11,3,2,1,0,1,1,2,4,1,0,1,0,0,3
Clayborn Ugoni,1,25-11-2007,14,Mr.Ugoni,Mrs.Ugoni,-,0,1,5.33E+11,,33,422700,8090670074,,0,1,5,0,1,0,0,1,1,0,9612218207,4.00E+11,1,1,1,1,0,0,2,1,2,0,4,0,1,6
Kaitlyn De Ferrari,1,15-04-2007,15,Mr.De,Mrs.De,-,0,2,7.27E+11,,15,741768,9972583750,,0,3,6,1,1,1,1,1,0,1,7977702964,9.55E+11,2,5,1,1,1,0,3,2,4,0,2,0,1,10
Cammi Tumpane,1,20-12-2004,17,Mr.Tumpane,Mrs.Tumpane,-,0,1,9.20E+11,,33,486089,8186606642,,0,1,7,1,1,0,0,1,0,1,9544985885,5.91E+11,0,5,1,1,1,0,2,3,2,1,4,1,0,9
Shawn Bremmer,0,03-11-2003,18,Mr.Bremmer,Mrs.Bremmer,-,0,1,7.34E+11,,16,460228,9515836832,,1,2,2,1,1,0,0,1,0,0,9096955636,1.37E+11,5,3,0,0,0,2,2,2,4,0,2,1,1,6
Raleigh Caruth,0,27-02-2001,21,Mr.Caruth,Mrs.Caruth,-,1,2,8.87E+11,,12,800730,8297740824,,0,3,2,1,0,1,0,1,1,0,9861981070,1.90E+11,4,3,0,0,1,0,3,2,2,0,4,1,1,6
Ellery Feeny,1,03-12-2007,14,Mr.Feeny,Mrs.Feeny,-,0,2,5.42E+11,,27,592528,9520273589,,0,4,1,0,1,1,0,1,1,0,8914619126,8.07E+11,5,5,1,0,0,1,3,4,3,0,1,1,1,5
Pier Moorhouse,1,28-09-2003,18,Mr.Moorhouse,Mrs.Moorhouse,-,0,2,7.43E+11,,4,125831,9914014161,,1,4,7,0,0,1,1,1,1,0,9295819338,7.91E+11,4,5,0,0,1,0,3,4,1,0,3,1,1,5
Scott Brownlie,1,23-03-2008,14,Mr.Brownlie,Mrs.Brownlie,-,0,2,1.51E+11,,12,686710,9957699682,,0,2,7,1,0,1,1,1,0,0,9560139911,1.66E+11,0,4,0,1,1,1,3,2,2,1,1,0,1,6
Bette-ann Carnier,1,29-11-2004,17,Mr.Carnier,Mrs.Carnier,-,0,2,2.04E+11,,16,824850,9181947469,,0,3,1,1,1,0,0,1,0,1,9116351094,4.35E+11,2,2,0,1,0,1,3,5,4,0,2,1,1,8
Jarib Twelvetrees,1,01-10-2006,15,Mr.Twelvetrees,Mrs.Twelvetrees,-,0,1,1.65E+11,,26,407621,8559766072,,1,2,4,0,0,1,1,1,1,0,9354087385,3.51E+11,2,5,0,0,0,0,2,3,4,0,2,0,1,5
Elnora Asipenko,1,06-03-2003,19,Mr.Asipenko,Mrs.Asipenko,-,0,2,3.75E+11,,19,221222,9585110406,,1,1,3,0,1,1,1,1,1,1,8144505684,5.25E+11,0,2,1,1,0,0,3,3,3,1,1,1,0,8
Ardenia Tefft,0,13-03-2004,18,Mr.Tefft,Mrs.Tefft,-,0,1,4.29E+11,,8,236344,8900364856,,1,2,7,0,1,1,1,1,0,0,8639466184,8.03E+11,2,4,0,0,0,2,2,1,3,0,3,1,0,5
Konrad Tetley,0,06-04-2001,21,Mr.Tetley,Mrs.Tetley,-,0,1,8.37E+11,,15,920717,8902691644,,0,1,6,0,0,0,1,1,1,0,8767725815,2.28E+11,2,0,0,1,0,1,2,2,3,0,4,1,1,4
Remington Ludye,0,09-07-2002,20,Mr.Ludye,Mrs.Ludye,-,0,1,9.55E+11,,33,547505,8157869582,,0,4,2,1,1,0,0,1,1,0,7837531294,1.87E+11,1,0,1,0,1,2,2,5,1,0,3,0,1,6
Hugh Newrick,1,29-08-2005,17,Mr.Newrick,Mrs.Newrick,-,0,2,5.98E+11,,19,938248,9829134375,,0,2,3,1,0,0,1,1,0,0,9242345406,7.92E+11,3,3,1,0,1,2,3,4,2,0,1,0,0,4
Norbie Cheverton,1,10-02-2007,15,Mr.Cheverton,Mrs.Cheverton,-,0,2,9.87E+11,,24,284676,9047221280,,0,2,3,0,1,0,0,1,1,0,9859454640,2.24E+11,2,2,0,0,0,2,3,2,1,1,4,1,0,3
Orel Devenny,0,30-09-2006,15,Mr.Devenny,Mrs.Devenny,-,0,1,2.36E+11,,1,799426,7885111338,,1,3,4,1,1,0,0,1,1,0,8992492315,2.47E+11,3,5,1,0,1,1,2,4,1,0,4,0,0,5
Melosa Jovic,1,17-01-2008,14,Mr.Jovic,Mrs.Jovic,-,1,1,6.49E+11,,4,333123,8380212400,,0,1,6,1,1,1,1,1,1,1,9022425374,1.33E+11,1,4,0,1,1,0,2,2,2,1,1,0,0,7
Lenna Vellden,0,15-09-2003,18,Mr.Vellden,Mrs.Vellden,-,0,2,5.05E+11,,11,737365,8129286411,,0,4,5,1,1,0,1,1,1,1,9543588533,2.66E+11,3,2,1,0,0,0,3,1,1,1,2,1,0,7
